ALL UNIVERSITIES,,,,,,
(As on Date:  12-2-2026  15:20:32),,,,,,
Aishe Code,Name,State,District,Website,Year Of Establishment,Location
U-0360,"Orissa University of Agriculture &  Technology, Bhubaneswar",Odisha,Khordha,http://ouat.ac.in,1962,Urban
U-0027,"Osmania University, Hyderabad",Telangana,Hyderabad,http://www.osmania.ac.in,1917,Urban
U-0416,"Pacific Academy of Higher Education Research University, Udaipur",Rajasthan,Udaipur,www.pacific-university.ac.in,2010,Rural
U-0758,PACIFIC MEDICAL UNIVERSITY,Rajasthan,Udaipur,www.pacificmedicaluniversity.ac.in,2014,Rural
U-0321,"Padmashree Dr. D. Y. Patil Vidyapeeth, , Mumbai",Maharashtra,Thane,www.dypatil.edu,2002,Urban
U-0028,"Palamuru University,  Mahabubnagar",Telangana,Mahabubnagar,www.palamuruuniversity.ac.in,2008,Rural
U-0286,"Pandhi Dwarka Prasad Mishra Indian Institute of Information Technology & Manufacturing , Jabalpur",Madhya Pradesh,Jabalpur,www.iiitdmj.ac.in,2005,Urban
U-0147,"PANDIT DEENDAYAL ENERGY UNIVERSITY, GANDHI NAGAR",Gujarat,Gandhinagar,www.pdpu.ac.in,2007,Urban
U-0785,PANDIT DEENDAYAL UPADHYAYA SHEKHAWATI UNIVERSITY,Rajasthan,Sikar,www.shekhauni.ac.in,2012,Urban
U-0928,"Pandit S.N. Shukla University, Shahdol",Madhya Pradesh,Shahdol,http://ptsnsuniversity.ac.in,2017,Rural
U-0078,"Panjab University,Chandigarh",Chandigarh,Chandigarh,www.puchd.ac.in,1882,Urban
U-1446,Pannadhay University,Sikkim,Soreng,,-,Rural
U-0763,PARUL UNIVERSITY,Gujarat,Vadodara,www.paruluniversity.ac.in,2015,Rural
U-0974,"PATLIPUTRA UNIVERSITY, PATNA",Bihar,Patna,ppup.ac.in,2018,Urban
U-0074,"Patna University, Patna",Bihar,Patna,pup.ac.in,1917,Urban
U-0910,PDM University,Haryana,Jhajjar,www.pdm.ac.in,1995,Urban
U-0655,PEOPLES UNIVERSITY,Madhya Pradesh,Bhopal,www.peoplesuniversity.edu.in,2011,Urban
U-0469,"Periyar Maniammai Institute of Science & Technology, Thanjavur",Tamil Nadu,Thanjavur,www.pmu.edu,1988,Rural
U-0470,"Periyar University, Salem",Tamil Nadu,Salem,www.periyaruniversity.ac.in,1997,Urban
U-0733,"PES UNIVERSITY, BANGLORE",Karnataka,Bengaluru Urban,www.pes.edu,1988,Urban
U-1417,Phonics University,Uttarakhand,Haridwar,,-,Urban
U-1275,PIMPRI CHINCHWAD UNIVERSITY,Maharashtra,Pune,www.pcu.edu.in,-,Rural
U-0858,P.K. UNIVERSITY,Madhya Pradesh,Shivpuri,pkuniversity.edu.in,2015,Rural
U-1170,PLAKSHA UNIVERSITY,Punjab,S.A.S Nagar,www.plaksha.edu.in,2021,Urban
U-0843,PLASTINDIA INTERNATIONAL UNIVERSITY,Gujarat,Valsad,www.plastindia.edu.in,2016,Urban
U-0369,"Pondicherry Univeristy, Puducherry",Puducherry,Puducherry,www.pondiuni.edu.in,1985,Urban
U-0471,"Ponnaiyah Ramajayam Institute of Science & Technology, Thanjavur",Tamil Nadu,Thanjavur,http://www.prist.ac.in,1994,Rural
U-0752,POORNIMA UNIVERSITY,Rajasthan,Jaipur,www.poornima.edu.in,2012,Rural
U-0079,Post Graduate Institute of Medical Sciences,Chandigarh,Chandigarh,pgimer.edu.in,1962,Urban
U-0873,P.P. Savani University,Gujarat,Surat,www.ppsu.ac.in,2015,Rural
U-1313,Pragjyotishpur University,Assam,Kamrup Metro,https://pju.edu.in,-,Rural
U-0816,PRATAP UNIVERSITY,Rajasthan,Jaipur,www.pratapuniversity.in,2011,Rural
U-0322,"Pravara Institute of Medical Sciences, Ahmednagar",Maharashtra,Ahilyanagar,www.pravara.com,2003,Rural
U-0580,Presidency University,West Bengal,Kolkata,www.presiuniv.ac.in,1817,Urban
U-0876,"PRESIDENCY UNIVERSITY , BENGALURU",Karnataka,Bengaluru Urban,www.presidencyuniversity.in,2014,Urban
U-1303,PRESTIGE UNIVERSITY,Madhya Pradesh,Indore,https://prestigeuniversity.edu.in/,-,Rural
U-0784,PROFESSOR JAYASHANKAR TELANGANA AGRICULTURAL UNIVERSITY (PJTAU),Telangana,Hyderabad,www.pjtau.edu.in,2014,Urban
U-0849,"Professor Rajendra Singh (Rajju Bhaiya) University, Prayagraj, Uttar Pradesh",Uttar Pradesh,Prayagraj,www.prsuniv.ac.in,2016,Urban
U-0174,Pt. Bhagwat Dayal Sharma University of Health Sciences,Haryana,Rohtak,www.uhsr.ac.in,2008,Urban
U-0081,Pt. Deendayal Upadhyay Memorial Health Sciences and Ayush University of Chhattisgarh,Chhattisgarh,Raipur,http://www.ddumhsaucg.ac.in,2008,Urban
U-0093,"Pt. Ravishankar Shukla University, Raipur",Chhattisgarh,Raipur,www.prsu.ac.in,1964,Urban
U-0094,"Pt. Sundarlal Sharma (Open) University, Bilaspur",Chhattisgarh,Bilaspur,pssou.ac.in,2005,Urban
U-1245,"Puducherry Technological University, Puducherry",Puducherry,Puducherry,www.ptuniv.edu.in,-,Rural
U-0381,"Punjab Agricultural University, Ludhiana",Punjab,Ludhiana,www.pau.edu,1962,Urban
U-0080,"Punjab Engineering College , Chandigarh",Chandigarh,Chandigarh,https://www.pec.ac.in,1921,Urban
U-0383,"Punjabi University, Patiala",Punjab,Patiala,www.punjabiuniversity.ac.in,1962,Urban
U-0327,"Punyashlok Ahilyadevi Holkar Solapur University, Solapur",Maharashtra,Solapur,www.sus.ac.in,2004,Urban
U-0999,"PURNEA UNIVERSITY, PURNIA",Bihar,Purnia,https://purneauniversity.ac.in/,2018,Urban
U-0868,P.V. NARSIMHA RAO TELANGANA VETERINARY UNIVERSITY,Telangana,Ranga Reddy,https://pvnrtvu.ac.in,2014,Urban
U-0950,Quantum University,Uttarakhand,Haridwar,www.quantumuniversity.edu.in,2017,Rural
U-0581,"Rabindra Bharati University, Kolkata",West Bengal,Kolkata,www.rbu.ac.in,1962,Urban
U-1147,Rabindranath Tagore University,Assam,Nagaon,rtuassam.ac.in,1964,Rural
U-0656,RABINDRANATH TAGORE UNIVERSITY,Madhya Pradesh,Raisen,www.rntu.ac.in,2010,Rural
U-1075,RADHA GOVIND UNIVERSITY,Jharkhand,Ramgarh,www.rguniversity.edu.in,2018,Rural
U-0640,RAFFLES UNIVERSITY,Rajasthan,Alwar,https://rafflesuniversity.edu.in/,2011,Rural
U-1164,RAICHUR UNIVERSITY,Karnataka,Raichur,https://raichuruniversity.ac.in/,2020,Rural
U-0901,RAIGANJ UNIVERSITY,West Bengal,Uttar Dinajpur,www.raiganjuniversity.ac.in,2015,Urban
U-0726,"RAI TECHNOLOGY UNIVERSITY, BANGALORE",Karnataka,Bengaluru Urban,https://www.raitechuniversity.in,2014,Rural
U-0790,RAI UNIVERSITY,Gujarat,Ahmedabad,www.raiuniversity.edu,2012,Rural
U-1220,RAJA MAHENDRA PRATAP SINGH UNIVERSITY,Uttar Pradesh,Aligarh,www.rmpssu.ac.in,2021,Urban
U-0629,"Raja Mansingh  Tomar Music & Arts University, Gwalior",Madhya Pradesh,Gwalior,www.rmtmusicandartsuniversity.com,2008,Urban
U-1084,"Raja Shankar Shah University,Chhindwara",Madhya Pradesh,Chhindwara,http://www.cuc.ac.in,2019,Urban
U-1190,RAJASTHAN AYURVEDIC NURSING COUNCIL,Rajasthan,Jaipur,,2012,Urban
U-0419,"Rajasthan Technical University, Kota",Rajasthan,Kota,www.rtu.ac.in,1981,Urban
U-0420,"Rajasthan University of Health Sciences, Jaipur",Rajasthan,Jaipur,www.ruhsraj.org,2005,Urban
U-0421,"Rajasthan University of Veterinary and Animal Sciences, Bikaner",Rajasthan,Bikaner,www.rajuvas.org,2010,Urban
U-1176,RAJENDRA UNIVERSITY,Odisha,Balangir,www.rajendrauniversity.ac.in,2020,Urban
U-0535,"Rajiv Gandhi Institute of Petroleum Technology, Amethi",Uttar Pradesh,Amethi,www.rgipt.ac.in,2007,Rural
U-1117,Rajiv Gandhi National Aviation University,Uttar Pradesh,Amethi,www.rgnau.ac.in,2013,Rural
U-0472,"Rajiv Gandhi National Instiute of Youth Development, Sriperumbudur",Tamil Nadu,Kancheepuram,www.rgniyd.gov.in,1993,Urban
U-0386,"Rajiv Gandhi National University of Law, Punjab",Punjab,Patiala,www.rgnul.ac.in,2006,Rural
U-0287,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal",Madhya Pradesh,Bhopal,www.rgpv.ac.in,1999,Urban
U-0047,"Rajiv Gandhi University, Itanagar",Arunachal Pradesh,Papum Pare,www.rgu.ac.in,1984,Rural
U-0240,"Rajiv Gandhi University of Health Sciences, Bangalore",Karnataka,Bengaluru Urban,www.rguhs.ac.in,1994,Urban
U-0632,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,Andhra Pradesh,Y.S.R. Kadapa,www.rgukt.in,2008,Rural
U-0869,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR",Telangana,Nirmal,www.rgukt.ac.in,2008,Rural
U-1268,RAJJU SHROFF ROFEL UNIVERSITY,Gujarat,Valsad,www.rsru.edu.in,-,Urban
U-0288,"Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya, Gwalior",Madhya Pradesh,Gwalior,http://www.rvskvv.net,2008,Urban
U-0814,RAJ RISHI BHARTRIHARI MATSYA UNIVERSITY,Rajasthan,Alwar,www.rrbmuniv.ac.in,2012,Rural
U-0838,"RAMA DEVI WOMEN'S UNIVERSITY, BHUBANESWAR",Odisha,Khordha,www.rdwu.ac.in,2015,Urban
U-0582,"Ramakrishna Mission Vivekananda Educational  and Research Institute, Howrah",West Bengal,Howrah,www.rkmvu.ac.in,2005,Urban
U-0808,RAMA UNIVERSITY UTTAR PRADESH,Uttar Pradesh,Kanpur Nagar,www.ramauniversity.ac.in,2014,Rural
U-1072,RAMCHANDRA CHANDRAVANSI UNIVERSITY,Jharkhand,Palamu,www.rcu.edu.in,2018,Urban
U-1336,Ramdeobaba University,Maharashtra,Nagpur,www.rbunagpur.in,-,Urban
U-1063,RAM KRISHNA DHARMARTH FOUNDATION (RKDF) UNIVERSITY,Jharkhand,Ranchi,https://rkdfuniversity.org,2018,Urban
U-0209,"Ranchi University, Ranchi",Jharkhand,Ranchi,http://www.ranchiuniversity.ac.in,1960,Urban
U-1383,Rani Awantibai Lodhi Vishwavidyalaya Sagar,Madhya Pradesh,Sagar,ralvv.mp.gov.in,-,Urban
U-0602,"Rani Channamma University, Belagavi",Karnataka,Belagavi,www.rcub.ac.in,2010,Rural
U-0289,"Rani Durgavati Vishwavidyalaya, Jabalpur",Madhya Pradesh,Jabalpur,www.rdunijbpin.org,1956,Urban
U-1198,Rani Lakshmi Bai Central Agricultural University,Uttar Pradesh,Jhansi,www.https://rlbcau.ac.in,2014,Rural
U-1095,RANI RASHMONI GREEN UNIVERSITY,West Bengal,Hooghly,rrgu.in,2018,Rural
U-0908,Ras Bihari Bose Subharti University,Uttarakhand,Dehradun,www.rbbsu.edu.in,2016,Rural
U-0332,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",Maharashtra,Nagpur,www.nagpuruniversity.ac.in,1923,Urban
U-0595,"Rashtriya Raksha University, Gujarat",Gujarat,Gandhinagar,www.rru.ac.in,2010,Rural
U-0361,"Ravenshaw University, Cuttak",Odisha,Cuttack,www.ravenshawunivesity .ac.in,1868,Urban
U-0031,"Rayalaseema, University Kurnool",Andhra Pradesh,Kurnool,www.ruk.ac.in,1977,Rural
U-1431,Rayat Bahra Professional University,Punjab,Hoshiarpur,,-,Rural
U-0769,RAYAT BAHRA UNIVERSITY,Punjab,S.A.S Nagar,www.rayatbahrauniversity.edu.in,2005,Rural
U-1055,REGIONAL CENTRE FOR BIOTECHNOLOGY,Haryana,Faridabad,www.rcb.res.in,2009,Urban
U-0940,Renaissance University,Madhya Pradesh,Indore,renaissance.ac.in,2018,Urban
U-0725,"REVA UNIVERSITY, BANGALORE",Karnataka,Bengaluru Urban,www.reva.edu.in,2013,Urban
U-0822,RIMT UNIVERSITY,Punjab,Fatehgarh Sahib,rimt.ac.in,2015,Urban
U-1109,RISHIHOOD UNIVERSITY,Haryana,Sonipat,www.rishihood.edu.in,2020,Rural
U-0652,RKDF UNIVERSITY,Madhya Pradesh,Bhopal,www.rkdf.ac.in,2011,Urban
U-0647,"R K University, Rajkot",Gujarat,Rajkot,http://www.rku.ac.in,2005,Rural
U-0847,RNB GLOBAL UNIVERSITY,Rajasthan,Bikaner,www.rnbglobal.edu.in,2015,Rural
U-1405,Rungta International Skills University,Chhattisgarh,Durg,https://rungta.ac.in/,-,Urban
U-1156,RV UNIVERSITY,Karnataka,Bengaluru Urban,rvu.edu.in,2021,Urban
U-0125,Sabarmati University,Gujarat,Ahmedabad,www.sabarmatiuniversity.edu.in,2009,Urban
U-1144,SADHU RAM CHAND MURMU UNIVERSITY OF JHARGRAM,West Bengal,Jhargram,www.srcmujhargram.ac.in,2018,Rural
U-0916,SAGE UNIVERSITY,Madhya Pradesh,Indore,www.sageuniversity.in,2017,Urban
U-0820,SAI NATH UNIVERSITY,Jharkhand,Ranchi,sainathuniversity.com,2012,Rural
U-0870,SAI TIRUPATI UNIVERSITY,Rajasthan,Udaipur,www.saitirupatiuniversity.ac.in,2016,Rural
U-1128,SAI UNIVERSITY,Tamil Nadu,Chennai,https://saiuniversity.edu.in,2018,Rural
U-0362,"Sambalpur University, Sambalpur",Odisha,Sambalpur,www.suniv.ac.in,1967,Urban
U-1121,SAM GLOBAL UNIVERSITY,Madhya Pradesh,Raisen,www.samglobaluniversity.ac.in,2019,Rural
U-0536,"Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad",Uttar Pradesh,Prayagraj,shiats.edu.in,1910,Urban
U-1402,Sammakka Sarakka Central Tribal University,Telangana,Mulugu,https://ssctu.ac.in/,-,Rural
U-0537,"Sampurnanand Sanskrit Vishwavidyalaya,  Varanasi",Uttar Pradesh,Varanasi,ssvv.ac.in,1958,Urban
U-0969,SANCHI UNIVERSITY OF BUDDHIST-INDIC STUDIES,Madhya Pradesh,Raisen,www.sanchiuniv.edu.in,2012,Rural
U-0877,Sandip University,Maharashtra,Nashik,www.sandipuniversity.edu.in,2015,Rural
U-1041,SANDIP UNIVERSITY,Bihar,Madhubani,https://www.sandipuniversity.edu.in/sijoul,2017,Rural
U-0693,"SANGAM UNIVERSITY, BHILWARA",Rajasthan,Bhilwara,www.sangamuniversity.ac.in,2012,Rural
U-0538,"Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow",Uttar Pradesh,Lucknow,www.sgpgims.org.in,1983,Urban
U-0973,"SANJAY GHODAWAT UNIVERSITY, KOLHAPUR",Maharashtra,Kolhapur,www.sanjayghodawatuniversity.ac.in,2017,Rural
U-1098,SANJEEV AGARWAL GLOBAL EDUCATIONAL UNIVERSITY BHOPAL,Madhya Pradesh,Bhopal,www.sageuniversity.edu.in,2019,Rural
U-1355,Sanjivani University,Maharashtra,Ahilyanagar,www.sanjivani.edu.in,-,Rural
U-0821,"Sankalchand Patel University, Visnagar",Gujarat,Mahesana,www.spu.ac.in,2016,Rural
U-1341,Sanskaram University,Haryana,Jhajjar,https://sanskaramuniversity.ac.in/,-,Rural
U-0824,Sanskriti University,Uttar Pradesh,Mathura,www.sanskriti.edu.in,2016,Urban
U-0900,SANT BABA BHAG SINGH UNIVERSITY,Punjab,Jalandhar,www.sbbsuniversity.ac.in,2015,Rural
U-0324,"Sant Gadge Baba Amravati University, Amravati",Maharashtra,Amravati,www.sgbau.ac.in,1983,Urban
U-0095,"Sant Gahira Guru Vishwavidyalaya, Sarguja, Ambikapur, Chattisgarh",Chhattisgarh,Surguja,www.sggcg.in,2008,Urban
U-0384,"Sant Longowal Institute of Engg. & Tech., Longowal",Punjab,Sangrur,www.sliet.ac.in,1989,Rural
U-0539,"Santosh University, Ghaziabad",Uttar Pradesh,Ghaziabad,www.santosh.ac.in,1995,Urban
U-1315,SAPTHAGIRI NPS UNIVERSITY,Karnataka,Bengaluru Urban,www.snpsu.edu.in,-,Urban
U-0986,SARALA BIRLA UNIVERSITY,Jharkhand,Ranchi,https://sbu.ac.in/,2017,Rural
U-1133,Sardar Beant Singh State University Gurdaspur,Punjab,Gurdaspur,http://www.sbssugsp.ac.in/,2021,Rural
U-0993,SARDAR BHAGWAN SINGH UNIVERSITY,Uttarakhand,Dehradun,www.sbsuniversity.edu.in,1994,Urban
U-0150,"Sardarkrushinagar Dantiwada Agricultural University, Banaskantha",Gujarat,Banas Kantha,www.sdau.edu.in,2004,Rural
U-1106,Sardar Patel University,Himachal Pradesh,Mandi,spumandi.ac.in,2018,Urban
U-1093,"SARDAR PATEL UNIVERSITY, BALAGHAT",Madhya Pradesh,Balaghat,www.spubgt.ac.in,2018,Rural
U-0679,"SARDAR PATEL UNIVERSITY OF POLICE, SECURITY AND CRIMINAL JUSTICE",Rajasthan,Jodhpur,www.policeuniversity.ac.in,2012,Urban
U-0148,"Sardar Patel University, Vallabh Vidyanagar",Gujarat,Anand,http://www.spuvvn.edu,1955,Rural
U-1248,SARDAR VALLABHBHAI GLOBAL UNIVERSITY,Gujarat,Ahmedabad,www.svgu.ac.in,-,Urban
U-0149,"Sardar Vallabhbhai National Institute of Technology, Surat",Gujarat,Surat,http://www.svnit.ac.in,1961,Urban
U-0540,"Sardar Vallabh Bhai Patel University of Agriculture & Technology, Meerut",Uttar Pradesh,Meerut,svpuat.edu.in,2000,Rural
U-1378,Saroj International University,Uttar Pradesh,Lucknow,sarojuniversity.edu.in,-,Urban
U-1126,SARVAJANIK UNIVERSITY,Gujarat,Surat,www.sarvajanikuniversity.ac.in,2021,Urban
U-0755,SARVEPALLI RADHAKRISHNAN UNIVERSITY,Madhya Pradesh,Bhopal,www.srku.edu.in,2015,Urban
U-0032,"Satavahana University, Karimnagar",Telangana,Karimnagar,www.satavahana.ac.in,2008,Rural
U-0474,"Sathyabama Institute of Science & Technology, Chennai",Tamil Nadu,Kancheepuram,www.sathyabama.ac.in,1988,Urban
U-0151,"Saurashtra University, Rajkot",Gujarat,Rajkot,www.saurashtrauniversity.edu,1967,Urban
U-0475,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES (DEEMED TO BE UNIVERSITY),Tamil Nadu,Thiruvallur,https://www.saveetha.com,2005,Rural
U-0323,Savitribai Phule Pune University,Maharashtra,Pune,www.unipune.ac.in,1949,Urban
U-0626,"School of Planning & Architecture, Bhopal",Madhya Pradesh,Bhopal,www.spabhopal.ac.in,2008,Urban
U-0116,"School of Planning & Architecture, New Delhi",Delhi,Central,www.spa.ac.in,1955,Urban
U-0627,School of Planning & Architecture Vijaywada,Andhra Pradesh,Krishna,spav.ac.in,2008,Urban
U-1242,SCOPE GLOBAL SKILLS UNIVERSITY,Madhya Pradesh,Bhopal,https://sgsuniversity.ac.in/,-,Urban
U-1272,SDGI GLOBAL UNIVERSITY,Uttar Pradesh,Ghaziabad,www.sgu.edu.in,-,Urban
U-0778,SEACOM SKILLS UNIVERSITY,West Bengal,Birbhum,www.seacomskillsuniversity.org,2014,Rural
U-1139,Shaheed Bhagat Singh State University,Punjab,Ferozepur,www.sbssu.ac.in,2021,Rural
U-0082,"Shaheed Mahendra Karma Vishwavidyalaya, Jagdalpur",Chhattisgarh,Bastar,www.bvvjdp.ac.in,2008,Urban
U-1160,SHAHEED NANDKUMAR PATEL VISHWAVIDYALAYA,Chhattisgarh,Raigarh,https://snpv.ac.in,2020,Urban
U-0476,"Shanmugha Arts, Science, Technology & Reserch Academy (SASTRA), Thanjavur",Tamil Nadu,Thanjavur,www.sastra.edu,1984,Rural
U-1379,Sharda University Agra,Uttar Pradesh,Agra,https://www.agra.sharda.ac.in,-,Rural
U-0541,"Sharda University, Gautam Budh Nagar",Uttar Pradesh,Gautam Buddha Nagar,www.sharda.ac.in,2009,Urban
U-0927,Sharnbasva University,Karnataka,Kalaburagi,www.suk.edu.in,2017,Urban
U-0198,"Sher-e-Kashmir Institute of Medical Sciences, Srinagar",Jammu and Kashmir,Srinagar,http://skims.ac.in,1982,Urban
U-0199,"Sher-e-Kashmir University of Agricultural Science & Technology of Jammu, Jammu",Jammu and Kashmir,Jammu,www.skuast.org,1999,Urban
U-0200,"Sher-e-Kashmir University of Agricultural Science & Technology of Kashmir, Srinagar",Jammu and Kashmir,Srinagar,www.skuastkashmir.ac.in,1982,Urban
U-0325,"Shivaji University, Kolhapur",Maharashtra,Kolhapur,www.unishivaji.ac.in,1962,Urban
U-0642,Shiv Nadar (Institution of Eminence Deemed to be University),Uttar Pradesh,Gautam Buddha Nagar,www.snu.edu.in,2011,Rural
U-1153,SHIV NADAR UNIVERSITY,Tamil Nadu,Chengalpattu,www.snuchennai.edu.in,2021,Rural
U-0542,"Shobhit Institute of Engineering & Technology, Meerut",Uttar Pradesh,Meerut,www.shobhituniversity.ac.in,2000,Urban
U-0731,"SHOBHIT UNIVERSITY, GANGOH",Uttar Pradesh,Saharanpur,www.sug.ac.in,2012,Rural
U-0190,"Shoolini University of Bio Technology and Management Sciences, Oachghat, Solan",Himachal Pradesh,Solan,www.shooliniuniversity.com,2009,Rural
U-0702,"SHREE GURU GOBIND SINGH TRICENTENARY UNIVERSITY, GURGAON",Haryana,Gurugram,www.sgtuniversity.ac.in,2013,Rural
U-0152,"Shree Somnath Sanskrit University, Junagarh",Gujarat,Gir Somnath,www.sssu.ac.in,2005,Rural
U-1134,SHREYARTH UNIVERSITY,Gujarat,Sabar Kantha,www.shreyarthuni.ac.in,2019,Rural
U-1353,Shri Davara University,Chhattisgarh,Raipur,www.sdu.ac.in,-,Urban
U-1034,SHRI DHARMASTHALA MANJUNATHESHWARA UNIVERSITY,Karnataka,Dharwad,www.sdmuniversity.edu.in,2018,Urban
U-0424,"Shridhar University,  Pilani",Rajasthan,Jhunjhunu,www.shridharuniversity.ac.in,2009,Rural
U-0782,SHRI GOVIND GURU UNIVERSITY,Gujarat,Panch Mahals,www.sggu.ac.in,2015,Rural
U-0904,"Shri Guru Ram Rai University, Dehradun",Uttarakhand,Dehradun,www.sgrru.ac.in,1994,Urban
U-0364,"Shri Jagannath Sanskrit Vishwavidyalaya, Puri",Odisha,Puri,www.sjsv.nic.in,1981,Urban
U-0423,"Shri Jagdish Prasad Jhabarmal Tibrewala University, Jhunjhunu",Rajasthan,Jhunjhunu,www.jjtu.ac.in,2009,Rural
U-1115,SHRI KALLAJI VEDIC VISHVAVIDYALAYA,Rajasthan,Chittorgarh,www.skvv.ac.in,2018,Rural
U-1039,"SHRI KHUSHAL DAS UNIVERSITY, PILIBANAGA",Rajasthan,Hanumangarh,www.skduniversity.com,2018,Rural
U-1022,SHRI KRISHNA AYUSH UNIVERSITY,Haryana,Kurukshetra,https://skau.ac.in/,2017,Urban
U-1024,SHRI KRISHNA UNIVERSITY,Madhya Pradesh,Chhatarpur,https://www.skuindia.ac.in,2018,Rural
U-0117,Shri Lal Bahadur Shastri National Sanskrit University,Delhi,South,https://www.slbsrsv.ac.in,1962,Urban
U-0201,"Shri Mata Vaishno Devi University, Jammu",Jammu and Kashmir,Reasi,www.smvdu.ac.in,1999,Rural
U-0764,SHRI RAMASAMY MEMORIAL UNIVERSITY,Sikkim,Gangtok,www.srmus.ac.in,2013,Urban
U-0753,SHRI RAMSWAROOP MEMORIAL UNIVERSITY,Uttar Pradesh,Bara Banki,www.srmu.ac.in,2012,Rural
U-0981,SHRI RAWATPURA  SARKAR UNIVERSITY,Chhattisgarh,Raipur,www.sruraipur.ac.in,2018,Rural
U-1142,SHRI SHANKARACHARYA PROFESSIONAL UNIVERSITY,Chhattisgarh,Durg,https://www.shrishankaracharyauniversity.com,2020,Urban
U-0905,Shri Vaishnav Vidyapeeth Vishwavidyalaya,Madhya Pradesh,Indore,www.svvv.edu.in,2015,Urban
U-0611,"Shri Venkateshwara University, Gajraula, J.P Nagar",Uttar Pradesh,Amroha,svu.edu.in,2010,Rural
U-0319,"SHRI VILE PARLE KELAVANI MANDALS NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES (DEEMED UNIVERSITY), MUMBAI (SVKMs NMIMS)",Maharashtra,Mumbai,www.nmims.edu,1981,Urban
U-1048,SHRI VISHWAKARMA SKILL UNIVERSITY,Haryana,Palwal,www.svsu.ac.in,2016,Rural
U-1301,SHUBHAM UNIVERSITY,Madhya Pradesh,Bhopal,https://www.shubhamuniversity.com,-,Rural
U-1029,SHYAM UNIVERSITY,Rajasthan,Dausa,www.shyamuniversity.in,2018,Rural
U-1377,Sibsagar University,Assam,Sivasagar,www.sibsagaruniversity.ac.in,-,Urban
U-1360,SIDDHARTHA ACADEMY OF HIGHER EDUCATION,Andhra Pradesh,Krishna,www.siddhartha.edu.in,-,Rural
U-0848,"SIDDHARTH UNIVERSITY, KAPILVASTU",Uttar Pradesh,Siddharthnagar,www.suksn.edu.in,2015,Rural
U-0583,Sidho-Kanho Birsa University,West Bengal,Purulia,www.skbu.ac.in,2010,Rural
U-0210,"Sido Kanhu Murmu University, Dumka",Jharkhand,Dumka,www.skmu.ac.in,1992,Rural
U-1243,SIGMA UNIVERSITY,Gujarat,Vadodara,https://sigmauniversity.ac.in/,-,Rural
U-1225,SIKKIM ALPINE UNIVERSITY,Sikkim,Namchi,www.sikkimalpineuniversity.edu.in,2021,Rural
U-1350,Sikkim Global Technical University,Sikkim,Namchi,www.sgtu.ac.in,-,Urban
U-0431,"Sikkim Manipal University, Gangtok",Sikkim,Gangtok,www.smu.edu.in,1995,Urban
U-1420,Sikkim National Law University,Sikkim,Pakyong,,-,Rural
U-1437,Sikkim Organic Agriculture University,Sikkim,Soreng,,-,Rural
U-0433,"Sikkim Professional University, Tadong",Sikkim,Gangtok,www.spu.ac,2008,Urban
U-1415,Sikkim Sardar Patel University,Sikkim,Namchi,,-,Rural
U-1234,SIKKIM SKILL UNIVERSITY,Sikkim,Namchi,www.sikkimskilluniversity.ac.in,-,Rural
U-0430,"Sikkim  University, Gangtok",Sikkim,Gangtok,www.sikkimuniversity.ac.in,2007,Urban
U-0363,Siksha 'O' Anusandhan,Odisha,Khordha,www.soa.ac.in,1996,Urban
U-1338,Silicon University,Odisha,Khordha,www.silicon.ac.in,-,Urban
U-1078,SILVER OAK UNIVERSITY,Gujarat,Ahmedabad,https://silveroakuni.ac.in/,2019,Urban
U-0425,"Singhania University, Jhunjhunu",Rajasthan,Jhunjhunu,https://singhaniauniversity.ac.in/,2007,Rural
U-1445,Sir J J School of Art Architecture and Design,Maharashtra,Mumbai,,-,Urban
U-0426,"Sir Padampat Singhania University, Udaipur",Rajasthan,Udaipur,https://www.spsu.ac.in,2007,Rural
U-0939,SISTER NIVEDITA UNIVERSITY,West Bengal,North 24 Parganas,www.snuniv.ac.in,2018,Urban
U-1370,SKIPS University,Gujarat,Gandhinagar,www.skipsuniversity.edu.in,-,Urban
U-0705,"SKN AGRICULTURE UNIVERSITY, JOBNER",Rajasthan,Jaipur,www.sknau.ac.in,2013,Rural
U-1375,SKS International University,Uttar Pradesh,Mathura,www.sksinternationaluniversity.ac.in,-,Urban
U-1356,Smt Manjira Devi University,Uttarakhand,Uttarkashi,www.smdu.edu.in,-,Rural
U-0326,"SMT. NATHIBAI DAMODAR THACKERSEY WOMEN'S UNIVERSITY, MUMBAI",Maharashtra,Mumbai Suburban,www.sndt.ac.in,1916,Urban
U-1091,SOBAN SINGH JEENA UNIVERSITY,Uttarakhand,Almora,WWW.SSJU.AC.IN,2020,Urban
