Aishe Code,Name,State,Website
C-46379,"marathwada institute of technology, bulandshahar",Uttar Pradesh,http://bulandshar.mit.asia
C-34376,"marathwada institute of technology engineering college, satara road, aurangabad.",Maharashtra,https://engg.mit.asia
C-41309,marathwada mitra mandal's college of engineering pune 52,Maharashtra,https://www.mmcoe.edu.in
C-41943,"marathwada mitra mandal's institute of technology, lohgaon, tal haveli, pune 32",Maharashtra,https://www.mmit.edu.in
C-11767,"mar baselios christian college of engineering and technology, peerumedu - 685 531",Kerala,https://www.mbcpeermade.com
C-43611,"mar baselios college of engineering and technology, nalanchira, thiruvananthapuram",Kerala,https://www.mbcet.ac.in
C-43703,"mar baselios institute of technology, anchal, p.o. kollam.",Kerala,https://www.mbit.ac.in
C-11810,"mar baselious institute of technology and science, nellimattom. p.o,kothamangalam - 686 693",Kerala,https://www.mbits.ac.in
C-27039,mar ephraem college of engineering and technology,Tamil Nadu,https://www.marephraem.edu.in
C-27028,maria college of engineering and technology,Tamil Nadu,https://www.maria-college-of-engineering.org
C-43603,"marian engineering college, thiruvananthapuram",Kerala,https://www.marian.ac.in
C-27057,marthandam college of engineering and technology,Tamil Nadu,https://www.marcet.edu.in
C-43706,"mar thoma institute of technology, chadayamangalam, ayur, kollam.",Kerala,https://www.miitayur.org
C-28389,mata raj kaur institute of engineering & technology,Haryana,https://www.mrk.ac.in
C-42009,"matoshree shaikshnik pratishthan ane rajiv gandhi college of engineering, address: at-po- karjule harya, taluka: parner district: ahmednagar",Maharashtra,https://www.rgcoe.org
C-73726,matoshri institute of technology    ,Maharashtra,https://www.mityeola.com
C-34516,"matsyodari shikshan sanstha's college of engineering & technology, nagewadi, jalna.",Maharashtra,https://www.msscetjalna.org
C-43572,maulana azad college of engineering and technology,Bihar,https://www.macet.ac.in
C-43183,"mauli group of institution's college of engineering &  technology, shegaon,",Maharashtra,https://www.mauligroup.org
C-43277,"m.dasan institute of technology, ulliyeri",Kerala,https://www.mdit.ac.in
C-8079,"mea engineering college, chemmaniyode",Kerala,https://www.meaec.edu.in
C-19903,medak college of engineering & technology,Telangana,https://www.medakenggcollege.com
C-25063,meenaakshi ramaswamy engineering college,Tamil Nadu,https://www.mrengineeringcollege.org/
C-16551,meenakshi college of engineering,Tamil Nadu,https://www.mce.edu.in
C-16480,meenakshi sundararajan engineering college,Tamil Nadu,https://www.msec.edu.in
C-46414,"meerut institute of engineering and technology, meerut",Uttar Pradesh,https://www.miet.ac.in
C-46194,"meerut institute of technology, baral, partapur, meerut",Uttar Pradesh,https://www.mitmeerut.ac.in
C-46974,"meerut international institute of technology, meerut",Uttar Pradesh,https://www.meerutiit.com
C-19916,megha institute of engineering & technology for women,Telangana,https://www.meghaengg.ac.in
C-6286,meghnad saha institute of technology 142,West Bengal,https://www.msit.edu.in
C-6339,meghnad saha institute of technology 310,West Bengal,https://msit.edu.in
C-38749,"mehta college & institute of technology, jaipur",Rajasthan,https://mehtacollege.com
C-27058,mepco schlenk engineering college,Tamil Nadu,http://www.mepcoeng.ac.in
C-28238,meri college of engineering and technology,Haryana,https://www.meri.edu.in
C-48175,"mes college of engineering & technology, kunnukara",Kerala,https://www.mescet.ac.in
C-8283,"mes engineering college, kuttippuram",Kerala,https://www.mesce.ac.in
C-75768,"mes mukunddas lohia college of engineering, pune",Maharashtra,https://mlcoe.mespune.in
C-8165,"met college of engineering, mala",Kerala,https://www.metsengg.ac.in
C-27046,m.e.t. engineering college,Tamil Nadu,https://metcolleges.in
C-26074,methodist college of engineering & technology,Telangana,https://www.methodist.edu.in
C-28198,"mewat engineering college, mewat",Haryana,https://www.mecw.ac.in
C-9468,m.g. college of engineering,Kerala,https://www.mgcet.com
C-48171,m g m college of engineering and technology,Kerala,https://www.mgmcet.ac.in
C-7623,"m.g.m.'s college of engineering, air port, hingoli road, nanded",Maharashtra,https://www.mgmcen.ac.in
C-31288,microtech computer institute of technology sironj,Madhya Pradesh,https://mict.com
C-25046,m.i.e.t. engineering college,Tamil Nadu,https://www.miet.edu
C-67514,military institute of technology ,Maharashtra,https://-
C-46094,"millennium institute of technology, , muzaffarabad, saharanpur",Uttar Pradesh,https://-
C-35969,"millennium institute of technology,  nathu barkheda road, neelbad bhopal",Madhya Pradesh,https://millenniumbhopal.com
C-36299,"millennium institute of technology & science, village goura, near neelbad chouraha, nathu barkheda road, bhopal",Madhya Pradesh,https://www.mllenniumbhopal.com
C-29598,millia institute of technology,Bihar,https://www.mitpurnia.org
C-29623,millia kishanganj college of engineering & technology,Bihar,http://www.milliakcet.org/
C-19666,mina institute of engineering & technology for women,Telangana,https://www.minaenggcollege.in
C-16488,misrimal navajee munoth jain engineering college,Tamil Nadu,https://www.mnmjec.ac.in
C-36081,"mittal institute of technology, ward no. 66, opposite bhopal memorial hospital, navi bagh, bhopal - 462038",Madhya Pradesh,https://www.mittalinstitute.org
C-26842,"m.j.r. college of engineering & technology, pulicherla",Andhra Pradesh,https://www.mjrcet.org
C-73342,"mkd institute of technology ,virchak nandurbar    ",Maharashtra,https://-
C-28940,"mkr (pg) institute of technology hasanpur mussoorie, on delhi baghpat road, khekra, baghpat mob. no. 09528102313, 09634297268, 09319854166 ph. 0121-2232309, 2232965",Uttar Pradesh,https://www.mkrinstitute.org.in
C-45291,"m.kumarasamy college of engineering, karur",Tamil Nadu,https://www.mkce.ac.in
C-19753,mlr institute of technology,Telangana,https://www.mlrinstitutions.ac.in
C-25151,"m.l.v textile & engineering college,bhilwara",Rajasthan,https://www.mlvti.ac.in
C-19624,mnr college of engineering & technology,Telangana,https://www.mnrcet.mnrindia.org
C-25049,m.n.s.k. college of engineering,Tamil Nadu,https://www.mnsk.ac.in
C-44109,"model engineering college,thrikkakkara",Kerala,https://www.mec.ac.in
C-75889,"modern college of engineering, konchhabhanwar jhansi",Uttar Pradesh,https://www.moderncollege.tech
C-21306,modern institute of technology,Uttarakhand,https://-
C-24681,"modern institute of technology, dhalwala, rishikesh",Uttarakhand,https://www.mitrishikesh.com
C-25248,"modern institute of technology & research centre,alwar",Rajasthan,https://www.mitrc.ac.in
C-25204,"modi institute of technology,kota",Rajasthan,https://www.mitkota.com
C-46393,"modinagar institute of technology, ghaziabad",Uttar Pradesh,https://www.mit.in.net
C-16571,mohamed sathak a.j. college of engineering,Tamil Nadu,https://www.msajce-edu.in
C-26795,"mohamed sathak engineering college, kilakarai",Tamil Nadu,https://www.msec.org.in
C-43650,"mohandas college of engineering &technology, nedumangad, thiruvananthapuram.",Kerala,https://www.mcet.ac.in
C-1387,"moodlakatte institute of technology, moodlakatte -576217, kundapur taluk, udupi - district.",Karnataka,https://www.mitkundapura.com
C-25032,mookambigai college of engineering,Tamil Nadu,https://www.mookambigai.ac.in
C-46076,"moradabad institute of technology, moradabad.",Uttar Pradesh,https://www.mitmoradabad.edu.in
C-54675,"motherhood institute of technology, nanu sardhana",Uttar Pradesh,https://www.motherhoodinstitute.in
C-63084,mothers institute of technology,Bihar,https://www.mitbihta.org
C-25069,mother terasa college of engineering and technology,Tamil Nadu,https://www.mtcet.in
C-19677,mother theresa college of engineering & technology,Telangana,https://www.mtec86.ac.in
C-26938,"mother theresa institute of engineering & technology,  palamaner",Andhra Pradesh,https://www.mtieat.org
C-43251,motihari college of engineering,Bihar,https://www.mcemotihari.ac.in/
C-11726,mount zion college of engineering,Kerala,https://www.mzce.ac.in
C-25024,mount zion college of engineering and technology,Tamil Nadu,https://www.mzcet.in
C-36960,m.p.nachimuthu m.jaganathan engineering college,Tamil Nadu,https://www.mpnmjec.ac.in
C-25043,m.r.k. institute of technology,Tamil Nadu,https://www.mrkit.in
C-7593,"m.s. bidve engineering college, latur",Maharashtra,https://www.msbecl.ac.in
C-1343,"m s engineering college, bangalore",Karnataka,https://www.msec.ac.in
C-1331,"m s ramaiah institute of technology, bangalore",Karnataka,https://www.msrit.edu
C-25464,muffakham jah college of engineering & technology,Telangana,https://www.mjcollege.ac.in
C-19717,mumtaz college of engineering & technology,Telangana,https://www.mumtazcet.info
C-6246,murshidabad college of engineering and technology 106,West Bengal,https://www.mcetbhb.net
C-43687,"musaliar college of engineering, chirayinkeezhu, thiruvananthapuram",Kerala,https://www.musaliarcollegeckl.com
C-43725,"muslim association college of engineering, venjaramoodu, thiruvananthapuram",Kerala,https://www.mace.edu.in
C-36954,muthayammal engineering college,Tamil Nadu,https://www.mec.edu.in
C-51533,"muthoot institute of technology and science,varikoli p.o., putencruz- 682308, ernakulam",Kerala,https://www.mgmits.ac.in
C-29050,"muzaffarnagar institute of technology roorkee road, muzaffarnagar",Uttar Pradesh,https://-
C-43247,muzaffarpur institute of technology,Bihar,https://www.mitmuzaffarpur.org/
C-1249,"m v j college of engineering, bangalore",Karnataka,https://www.mvjce.edu.in
C-17977,"mvr college of engineering & technology, beside hanuman statue on nh-9, paritala,  vijayawada rural,  pin-521180(cc-8h)",Andhra Pradesh,https://www.mvrcoe.ac.in
C-25615,mvsr engineering college,Telangana,https://www.mvsrec.edu.in
C-61917,mysuru royal institute of technology ,Karnataka,https://www.mysuroyal.org
C-56319,nadar saraswathi college of engineering and technology,Tamil Nadu,https://www.nscet.org
C-17883,nadimpalli satyanarayana raju institute of technology,Andhra Pradesh,https://www.nsrit.edu.in
C-34600,"nagnathappa halge college of engineering, parli-vaijnath.",Maharashtra,https://www.nhce.in
C-18725,"nagpur institute of technology, katol road",Maharashtra,https://www.nit.edu.in
C-43565,nalanda college of engineering,Bihar,https://www.ncechandi.ac.in
C-30034,"nalanda institute of technology (nit), bhubaneswar",Odisha,https://www.thenalanda.com
C-19609,nalla malla reddy engineering college,Telangana,https://www.nmrec.edu.in
C-11074,"nanasaheb mahadik college of engineering, pune - banglore high way (nh4) tal. walwa",Maharashtra,https://www.nmcoe.org.in
C-36958,nandha engineering college,Tamil Nadu,https://www.nandhaengg.org
C-17892,"nannapaneni venkat rao (nvr) college of engineering & technology, nvr nagar, ithanagar, tenali, pin-522501(cc-7t)",Andhra Pradesh,https://www.nannapaneni.in
C-46840,"naraina college of engineering and technology, kanpur",Uttar Pradesh,https://www.narainagroup.ac.in
C-17953,narasaraopeta engineering college,Andhra Pradesh,https://www.nrtec.in
C-18061,"narasaraopeta institute of technology, kotappakonda road, yellamanda(p.o), narasaraopet, pin-522601  (cc-kh)",Andhra Pradesh,https://www.nrtit.ac.in
C-26887,narayana engineering college,Andhra Pradesh,https://www.necn.ac.in
C-26854,narayana engineering college-gudur,Andhra Pradesh,https://www.necg.ac.in
C-27062,narayana guru college of engineering,Tamil Nadu,https://www.ngce.ac.in
C-59147,narmada institute of technology babai,Madhya Pradesh,https://MCU.AC.IN
C-71102,"narnarayan shastri institute of technology, institute of forensic sciences and cyber security",Gujarat,https://www.nsitifscs.ac.in
C-27180,narsimha reddy engineering college,Telangana,https://www.nrcmec.org
C-6257,narula institute of technology 127,West Bengal,https://www.nit.ac.in
C-6235,narula institute of technology 306,West Bengal,https://www.nit.ac.in
C-27089,national engineering college,Tamil Nadu,https://www.nec.edu.in
C-1296,"navkis college of engineering, hassan",Karnataka,https://www.navkisce.com
C-1242,"navodaya institute of technology, raichur",Karnataka,https://engineering.navodaya.edu.in
C-19565,nawab shah alam khan college of engineering & technology,Telangana,https://www.nsakcet.ac.in
C-46027,"neelam college of engineering and technology, kirawali, agra",Uttar Pradesh,https://www.neelamcollege.com
C-46419,"neelkanth institute of technology, meerut",Uttar Pradesh,https://www.neelkanth.edu.in
C-37025,nehru institute of engineering and technology,Tamil Nadu,https://www.nehrucolleges.org
C-37090,nehru institute of technology,Tamil Nadu,https://www.nitcbe.ac.in/
C-58754,neil gogte institute of technology,Telangana,https://www.ngit.ac.in
C-27053,nellai college of engineering (formerly national college of engineering),Tamil Nadu,https://www.nce.ac.in
C-49128,nelliandavar institute of technology,Tamil Nadu,https://www.nite.ac.in
C-49622,neotech institute of technology-117,Gujarat,https://www.neotech.ac.in
C-19790,netaji institute of engineering & technology,Telangana,https://www.netajicollege.com
C-6139,netaji subhash engineering college 109,West Bengal,https://www.nsec.ac.in
C-6256,netaji subhash engineering college 291,West Bengal,https://www.nsec.ac.in
C-6180,netaji subhash engineering college 292,West Bengal,https://www.nsec.ac.in
C-43568,netaji subhas institute of technology,Bihar,https://www.nsit.in
C-54624,netes institute of technology and science,Assam,https://www.ngiguwahati.in
C-75371,new ebenezer institute of technology,Karnataka,https://neit.edu.in/
C-1371,"new horizon college of engineering, bangalore",Karnataka,https://www.newhorizonindia.edu
C-63992,new l j institute of engineering and technology,Gujarat,https://www.ljku.edu.in/program/engineering-new-lj-11
C-16470,new prince shri bhavani college of engineering and technology,Tamil Nadu,https://www.newprinceshribhavani.com
C-28062,ngf college of engineering & technology,Haryana,https://www.ngfcet.com
C-1426,"nie institute of technology, mysore",Karnataka,https://www.nieit.ac.in
C-19835,nigama engineering college,Telangana,https://www.nigama.org
C-30167,"nigam institute of engineering and technology (niet), bhubaneswar",Odisha,https://www.nietodisha.com
C-30136,niis institute of engineering & technology (niet),Odisha,https://www.nietbbsr.edu.in
C-17933,"nimra college of engineering & technology, nimra nagar,(v), ibrahimpatnam,  pin-521456,(cc-23)",Andhra Pradesh,https://www.nimra.in
C-1352,"nitte meenakshi institute of technology, bangalore",Karnataka,https://www.nmit.ac.in
C-75510,nkspt institute of engineering and technology patharikar campus badnapur,Maharashtra,https://www.nkspt/ioe
C-30157,"nm institute of engineering and technology (nmiet), bhubaneswar",Odisha,https://www.nmiet.ac.in
C-19784,nobel college of engineering & technology for women,Telangana,https://www.noblenetw.com
C-48518,noble diploma engineering college,Gujarat,https://www.ngivbt.edu.in
C-213,noble engineering college,Gujarat,https://www.ngivbt.edu.in
C-74993,noble institute of technology,Gujarat,https://-
C-265,"noble star diploma engineering college, junagadh",Gujarat,https://www.bietjunagadh.org
C-48577,noble star engineering college - 109,Gujarat,https://www.bietjunagadh.org
C-70432,noorul islam college of engineering and technology ,Tamil Nadu,https://www.niceindia.com
C-43834,"north malabar institute of technology , nelliadukam, p.o parakalai, kanhangad, kasaragod",Kerala,https://www.nmitkerala.ac.in
C-17886,nova college of engineering and technology,Andhra Pradesh,https://www.enggvja.nova.edu.in
C-17897,"nova college of engineering & technology, vegavaram, jangareddigudem mandal,pin- 534447(cc-a0)",Andhra Pradesh,https://www.nova.ac.in
C-26811,"n.p.r. college of engineering and technology, natham village, dindigul",Tamil Nadu,https://www.nprcet.org
C-17942,"nri institute of technology, pothavarappadu (v),  agiripalli (m), vijayawada rural, pin-821212(cc-kn)",Andhra Pradesh,https://www.nriit.edu.in
C-17990,"nri institute of technology, visadala road, medikonda mandal, perecherla,pin-522 009(cc-kp)",Andhra Pradesh,https://www.nriit.ac.in
C-45292,"n.s.n college of engineering and technology, karur",Tamil Nadu,https://www.nsn.ac.in
C-18028,"n s raju institute of engineering & technology, visakhapatnam",Andhra Pradesh,https://www.nsriet.edu.in
C-43771,"nss college of engineering, akathethara",Kerala,https://www.nssce.ac.in
C-60671,nutan college of engineering and research,Maharashtra,https://www.ncerpune.com
C-41640,"nutan maharashtra vidya prasarak mandal's nutan maharashtra institute of engineering and technology, talegoan station tal maval dist pune",Maharashtra,https://www.nmiet.edu.in
C-25036,oasys institute of technology,Tamil Nadu,https://www.oasys.edu.in
C-45052,"om engineering college chokli, junagadh 102",Gujarat,https://www.omeducation.edu.in
C-45058,"om institute of technology vantavachhoda, panchamahal 103 ",Gujarat,https://www.ominstitute.org
C-53514,"om ji institute of engineering and technology, jakhaniya, ghazipur",Uttar Pradesh,https://www.omjeeengineerbed.gzp.org.in
C-16558,oxford college of engineering,Tamil Nadu,https://www.oxfordcollegeofengineering.com
C-25057,oxford engineering college,Tamil Nadu,https://www.oxfordec.edu.in
C-37017,paavai college of engineering,Tamil Nadu,https://www.pce.paavai.edu.in
C-37000,paavai engineering college,Tamil Nadu,https://www.paavai.edu.in
C-43723,"p.a aziz college of engineering and technology, karakulam, thiruvananthapuram",Kerala,https://www.paacet.in
C-37041,p.a.college of engineering and technology,Tamil Nadu,https://www.pacolleges.org
C-1311,"p a college of engineering, mangalore",Karnataka,https://www.pace.edu.in
C-41294,"padamshri. dr.vitthalrao vikhe patil foundations padamshri. dr.vitthalrao vikhe patil college of engineering, vilad ghat,  ahmednagar 414111",Maharashtra,https://enggnagar.com/
C-55274,padmashree dr. d. y. patil college of agricultural engineering & technology,Maharashtra,https://coae.dypgroup.edu.in
C-30160,"padmashree krutartha acharya college of engineering (pkace), bargarh",Odisha,https://www.pkace.org
C-42916,"padmashri dr.v.b.kolte college of engineering, malkapur",Maharashtra,https://www.coemalkapur.ac.in
C-30819,padre conceicao college of engineering  agnel ashram verna,Goa,https://www.pccegoa.edu.in
C-18005,"paladugu parvathi devi college of engineering and technology, surampalli(v), gannavaram(m), pin-520001(cc-kr).",Andhra Pradesh,https://www.ppdv.info
C-16498,pallavan college of engineering,Tamil Nadu,https://www.pallavan.edu.in
C-19691,pallavi engineering college,Telangana,https://www.pallaiengineeringcollege.ac.in
C-46224,"panchwati institute of engineering and technology, delhi- hardwar bypass, meerut",Uttar Pradesh,https://www.panchwati.edu.in
C-26775,"pandiyan saraswathi yadav engineering college, arasanoor, sivagangai",Tamil Nadu,https://www.psyec.edu.in
C-16620,panimalar engineering college,Tamil Nadu,https://www.panimalar.ac.in
C-30068,"parala maharaja engineering college, berhampur",Odisha,https://www.pmec.ac.in
C-25003,parisutham institute of technology and science,Tamil Nadu,https://www.parisuthamtech.com
C-37015,park college of engineering and technology,Tamil Nadu,http://www.pcet.edu.in
C-155,parul institute of engineering & technology-mca programme (sfi)-vadodara,Gujarat,https://www.paruluniversity.ac.in
C-26874,parvatha reddy babul reddy visvodaya institute of technology & science,Andhra Pradesh,http://pbrvits.ac.in/
C-25058,pavendar bharathidasan college of engineering and technology,Tamil Nadu,https://www.pabcet.in
C-16546,p.b. college of engineering,Tamil Nadu,https://www.pbce.co.in
C-61346,pcte institute of engineering and technology,Punjab,https://www.pcte.edu.in
C-1301,"p d a college of engineering, gulbarga",Karnataka,https://www.pdacek.ac.in
C-41924,"pdeas a g awate college of engineering, hadapsar, pune 28",Maharashtra,https://www.pdeacoem.org
C-66335,pemiya rishikesh institute of technology,Jharkhand,https://www.prit.ac.in
C-16482,peri institute of technology,Tamil Nadu,https://www.periit.com
C-6508,perunthalaivar kamarajar institute of engineering and technology,Puducherry,https://www.pkiet.edu.in
C-1345,"p e s college of engineering, mandya",Karnataka,https://www.pescemandya.org
C-34279,"p.e.s. college of engineering, nagsenvana, aurangabad.",Maharashtra,https://www.pescoe.ac.in
C-27037,pet engineering college,Tamil Nadu,https://www.petengg.ac.in
C-72512,p g college of engineering and technology ,Maharashtra,https://www.sgsssndb.in
C-36928,pgp college of engineering and technology,Tamil Nadu,https://www.pgpcet.ac.in
C-51631,pinnacle school of engineering and technology,Kerala,https://www.pinnacle.ac.in
C-65290,pkg college of engineering  technology,Haryana,https://www.pkgcet.org
C-16557,p m r engineering college,Tamil Nadu,https://www.pmrec.ac.in
C-16462,podhigai college of engineering and technology,Tamil Nadu,https://www.podhigaitech.ac.in
C-48259,pollachi institute of engineering and technology,Tamil Nadu,https://www.pietech.edu.in
C-27043,ponjesly college of engineering,Tamil Nadu,https://www.ponjesly.ac.in
C-25173,"poornima college of engineering,jaipur",Rajasthan,https://www.pce.poornima.org
C-25158,"poornima institute of engineering & technology,jaipur",Rajasthan,https://www.piet.poornima.org
C-17932,potti sriramulu chalavadi mallikarjuna rao college of engineering and technology,Andhra Pradesh,https://www.pscmr.ac.in
C-37043,ppg institute of technology,Tamil Nadu,https://www.ppgit.in
C-49210,prabhat engineering college,Uttar Pradesh,https://www.prabhateng.co.in
C-72528,prabhu kailash engineering college,Bihar,https://www.pkec.in/
C-17941,pragati engineering college,Andhra Pradesh,https://www.pragati.ac.in
C-17981,"prakasam engineering college, o.v.road, kandukur,pin- 523105(cc-f9)",Andhra Pradesh,https://www.prakasamec.com
C-46844,"pranveer singh institute of technology, kanpur",Uttar Pradesh,https://www.psit.ac.in
C-46803,"prasad institute of technology, jaunpur",Uttar Pradesh,https://www.pgi.edu.in
C-18075,"prasad v potluri siddhartha institute of technology, devabhaktuni ramalingeswara rao road, behind vr siddhartha engg. college, kanuru, vijayawada, pin-520007(cc-50)",Andhra Pradesh,https://www.pvpsiddhartha.ac.in
C-35950,"prashanti institute of technology & science,  gram gangedi, near mahveer tapobhumi jain mandir, indore road, ujjain",Madhya Pradesh,https://prashantiinstitute.com/
C-47675,"pratap institute of technology & science, sikar",Rajasthan,https://www.pitscollege.com
C-16485,prathyusha engineering college,Tamil Nadu,https://www.prathyusha.edu.in
C-70515,pravin rohidas patil college of engineering and technology,Maharashtra,https://www.prpengineering.in
C-46645,"prerana pratishthans universal college of engineering and research, pune",Maharashtra,https://www.ucoer.edu.in
C-43318,"prime college of engineering for women, kadumbu",Kerala,https://www.primecollegeofengineering.com
C-55625,prime institute of engineering and technology,Gujarat,https://www.primeiet.in
C-16608,prince dr. k. vasudevan college of engineering & technology,Tamil Nadu,https://www.princedrkvasudevan.com
C-16609,prince shri venkateshwara padmavathy engineering college,Tamil Nadu,https://www.psvpec.in
C-19953,princeton college of engineering & technology,Telangana,https://www.princetongroup.in
C-19848,princeton institute of engineering & technology for women,Telangana,https://www.petw.ac.in
C-18500,"priyadarshini bhagwati college of engineering, umred road",Maharashtra,https://www.pbcoe.edu.in
C-18391,"priyadarshini college of engineering, hingna road, nagpur 44019",Maharashtra,https://www.pcenagpur.edu.in
C-26955,priyadarshini college of engineering technology,Andhra Pradesh,https://www.pcenlr.ac.in
C-16515,priyadarshini engineering college,Tamil Nadu,https://www.priyadarshini.net.in
C-18035,"priyadarshini institute of technology & sciences  chintalapudi, near tenali, duggirala mandal, pin-522306  (cc-x2)",Andhra Pradesh,https://www.pitt.ac.in
C-18024,"priyadarshini institute of technology & sciences for women, chintalapudi, near tenali, pin-522306.(cc-ku)",Andhra Pradesh,https://www.pitw.ac.in
C-18339,priyadarshini j.l. college of engineering ,Maharashtra,https://www.pjlce.edu.in
C-43072,prof. ram meghe institute of technology & research badnera rly.,Maharashtra,https://mitra.ac.in/
C-1337,"proudhadevaraya institute of technology, hospete",Karnataka,https://www.pdit.ac.in
C-53608,providence college of engineering,Kerala,https://www.providence.edu.in
C-44471,"prs college of engineering and technology, dalumukham, neyyattinkara",Kerala,https://www.prscet.edu.in
C-31552,prt institute of technology & science anuppur,Madhya Pradesh,https://www.prtcollege.com
C-50605,psg institute of technology and applied research,Tamil Nadu,https://www.psgitech.ac.in
C-26783,"p.s.n.a. college of engineering and technology, dindigul",Tamil Nadu,https://www.psnacet.edu.in
C-27041,psn college of engineering and technology,Tamil Nadu,https://www.psncet.ac.in
C-27070,psn engineering college,Tamil Nadu,https://www.psnec.ac.in
C-27079,psn institute of technology and science,Tamil Nadu,https://www.psnits.ac.in
C-27082,p.s.r.engineering college,Tamil Nadu,https://www.psr.edu.in
C-27067,p.s.r.r college of engineering (formerly p.s.r.rengasamy college of engineering for women),Tamil Nadu,https://www.psrr.edu.in
C-37061,p.s.v.college of engineering and technology,Tamil Nadu,https://www.psvcet.ac.in
C-16627,p.t. lee chengalvaraya naicker college of engineering and technology,Tamil Nadu,http://ptleecncet.com
C-26810,"p.t.r. college of engineering and technology,  madurai",Tamil Nadu,https://www.ptrcet.edu.in
C-74005,punjab aircraft maintenance engineering college patiala,Punjab,https://www.pamecpatiala.com
C-54257,punjab institute of technology,Punjab,https://www.pitr.ac.in
C-53835,punjab institute of technology guru teg bahadurgarh ,Punjab,https://www.pitgtb.mrsptu.ac.in
C-51611,"punjab institute of technology, nandgarh",Punjab,https://www.pitn.mrsptu.ac.in
C-22265,punjabi university neighborhood campus rampura phul ( engineering college),Punjab,https://www.punjabiuniversity.ac.in
C-60147,"punjab state aeronautical engineering college, patiala",Punjab,https://www.psaec.ac.in
C-59212,"purnea college of engineering, purnea",Bihar,https://www.pcepurnia.org
C-26948,"pvkk institute of technology, anantapur",Andhra Pradesh,https://www.pvkkit.ac.in
C-18055,"pydah college of engineering, yanam road, patavala,tallarevu (m), kakinada-533461  (cc-6t)",Andhra Pradesh,https://pydah.edu.in
C-17997,"qis college of engineering & technology, vengamukkapalem (village), pondur road, ongle(m),pin-523 272.(cc-49)",Andhra Pradesh,https://www.qiscet.edu.in
C-26931,quba college of engineering & technology,Andhra Pradesh,https://www.qubacollege.in
C-30039,"raajdhani engineering college (rec), bhubaneswar",Odisha,https://www.rec.ac.in
C-61706,raak college of engineering and technology,Puducherry,https://www.raakengg.com
C-46172,"radha govind engineering college, meerut",Uttar Pradesh,https://www.rggi.edu.in
C-30131,"radhakrishna institute of technology and engineering (rite), khurda, bhubaneswar",Odisha,https://www.riteindia.edu.in
C-36290,"radharaman engineering college, fatehpur dobera ratibad bhopal 462002",Madhya Pradesh,https://www.radharamanbhopal.com
C-35920,"radharaman institute of technology & science, bhadbhada road, ratibad, bhopal-462002",Madhya Pradesh,https://www.rgibhopal.com/rits/
C-50653,"radhe institute of engineering and technology, upleta-970",Gujarat,https://www.radheinstitute.in
C-17915,"raghu engineering college, dakamarri village, bheemunipatnam mandal,pin-531162(cc-98)",Andhra Pradesh,https://www.raghuenggcollege.com
C-63940,raigarh institute of technology and science ,Chhattisgarh,https://www.rits.co.in
C-16659,"raipur institute of technology chhatona, mandir hasaud,raipur.",Chhattisgarh,https://ritengineering.education/
C-43630,"rajadhani institute of engineering and technology, alamcode, attingal",Kerala,https://www.riet.edu.in
C-11554,"rajagiri school of engineering and technology, rajagiri valley p.o, kakkanad,  kochi- 682 039",Kerala,https://www.rajagiritech.ac.in
C-16626,rajalakshmi engineering college,Tamil Nadu,https://www.rajalakshmi.org
C-16532,rajalakshmi institute of technology,Tamil Nadu,https://www.ritchennai.org
C-18113,"rajamahendri institute of engineering & technology, bhoopalapatnam, near pidimgoyyi,  rajahmundry-533103(cc-md))",Andhra Pradesh,https://www.rietrjy.co.in
C-43108,"rajarshi shahu college of engineering, rajarshi shahu nagar, buldana.",Maharashtra,https://www.rsce.ac.in
C-27031,rajas institute of technology,Tamil Nadu,https://www.rit.cc
C-25274,"rajasthan college of engineering for women,jaipur",Rajasthan,https://www.rcew.ac.in
C-25198,"rajasthan engineering college,dausa",Rajasthan,https://www.rajasthangroupofcolleges.com
C-25268,"rajasthan institute of engineering & technology,chittorgarh",Rajasthan,https://www.rietchittor.ac.in
C-25178,"rajasthan institute of engineering & technology,jaipur",Rajasthan,https://www.rietjaipur.com
C-25255,"rajdhani engineering college,jaipur",Rajasthan,https://www.rajdhanijaipur.org/
C-26849,"rajeev gandhi memorial college of engineering  & technology, nandyal",Andhra Pradesh,https://www.rgmcet.edu.in
C-1338,"rajeev institute of technology, hassan",Karnataka,https://www.rithassan.ac.in
C-30765,"rajendra institute of technology & sciences, sirsa",Haryana,https://www.rajendrainstitutes.com
C-25203,"raj engineering college,jodhpur",Rajasthan,https://www.recjodhpur.org
C-41588,"rajgad dnyanpeeths  shri chhatrapati shivajiraje college of engineering, dhangwadi, tal.bhor, dist. pune 412206",Maharashtra,https://www.rajgad.edu.in
C-16540,rajiv gandhi college of engineering,Tamil Nadu,https://www.rgce.edu.in
C-6580,rajiv gandhi college of engineering and technology,Puducherry,https://www.rgcet.edu.in
C-18207,"rajiv gandhi college of engineering, research and technology",Maharashtra,https://www.rcert.ac.in
C-53367,"rajiv gandhi govt. engineering college, kangra",Himachal Pradesh,https://www.rggec.ac.in
C-1389,"rajiv gandhi institute of technology,  bangalore",Karnataka,https://www.rgit.ac.in
C-11734,"rajiv gandhi institute of technology, velloor p.o.,pampady. kottayam - 689 501",Kerala,https://www.rit.ac.in
C-39335,"rajiv memorial institute of technology, berhampur",Odisha,https://rmitgroups.org
